	Code	Name
COG0611	H	Coenzyme transport and metabolism
COG0612	R	General function prediction only
COG0613	R	General function prediction only
COG0614	P	Inorganic ion transport and metabolism
COG0615	M	Cell wall/membrane/envelope biogenesis
COG0616	O	Posttranslational modification, protein turnover, chaperones
COG0617	J	Translation, ribosomal structure and biogenesis
COG0618	F	Nucleotide transport and metabolism
COG0619	H	Coenzyme transport and metabolism
COG0620	E	Amino acid transport and metabolism
COG0621	J	Translation, ribosomal structure and biogenesis
COG0622	R	General function prediction only
COG0623	I	Lipid transport and metabolism
COG0624	E	Amino acid transport and metabolism
COG0625	O	Posttranslational modification, protein turnover, chaperones
COG0626	E	Amino acid transport and metabolism
COG0627	V	Defense mechanisms
COG0628	R	General function prediction only
COG0629	L	Replication, recombination and repair
COG0630	U	Intracellular trafficking, secretion, and vesicular transport
COG0631	T	Signal transduction mechanisms
COG0632	L	Replication, recombination and repair
COG0633	C	Energy production and conversion
COG0634	F	Nucleotide transport and metabolism
COG0635	H	Coenzyme transport and metabolism
COG0636	C	Energy production and conversion
COG0637	G	Carbohydrate transport and metabolism
COG0637	R	General function prediction only
COG0638	O	Posttranslational modification, protein turnover, chaperones
COG0639	T	Signal transduction mechanisms
COG0640	K	Transcription
COG0641	O	Posttranslational modification, protein turnover, chaperones
COG0642	T	Signal transduction mechanisms
COG0643	N	Cell motility
COG0643	T	Signal transduction mechanisms
COG0644	C	Energy production and conversion
COG0645	R	General function prediction only
COG0646	E	Amino acid transport and metabolism
COG0647	F	Nucleotide transport and metabolism
COG0648	L	Replication, recombination and repair
COG0649	C	Energy production and conversion
COG0650	C	Energy production and conversion
COG0651	C	Energy production and conversion
COG0651	P	Inorganic ion transport and metabolism
COG0652	O	Posttranslational modification, protein turnover, chaperones
COG0653	U	Intracellular trafficking, secretion, and vesicular transport
COG0654	H	Coenzyme transport and metabolism
COG0654	C	Energy production and conversion
COG0655	C	Energy production and conversion
COG0656	Q	Secondary metabolites biosynthesis, transport and catabolism
COG0657	I	Lipid transport and metabolism
COG0658	R	General function prediction only
COG0659	P	Inorganic ion transport and metabolism
COG0661	H	Coenzyme transport and metabolism
COG0661	T	Signal transduction mechanisms
COG0662	G	Carbohydrate transport and metabolism
COG0663	R	General function prediction only
COG0664	T	Signal transduction mechanisms
COG0665	E	Amino acid transport and metabolism
COG0666	T	Signal transduction mechanisms
COG0667	R	General function prediction only
COG0668	M	Cell wall/membrane/envelope biogenesis
COG0669	H	Coenzyme transport and metabolism
COG0670	R	General function prediction only
COG0671	I	Lipid transport and metabolism
COG0672	P	Inorganic ion transport and metabolism
COG0673	R	General function prediction only
COG0674	C	Energy production and conversion
COG0675	X	Mobilome: prophages, transposons
COG0676	G	Carbohydrate transport and metabolism
COG0677	M	Cell wall/membrane/envelope biogenesis
COG0678	O	Posttranslational modification, protein turnover, chaperones
COG0679	R	General function prediction only
COG0680	C	Energy production and conversion
COG0681	U	Intracellular trafficking, secretion, and vesicular transport
COG0682	M	Cell wall/membrane/envelope biogenesis
COG0683	E	Amino acid transport and metabolism
COG0684	J	Translation, ribosomal structure and biogenesis
COG0685	E	Amino acid transport and metabolism
COG0686	E	Amino acid transport and metabolism
COG0687	E	Amino acid transport and metabolism
COG0688	I	Lipid transport and metabolism
COG0689	J	Translation, ribosomal structure and biogenesis
COG0690	U	Intracellular trafficking, secretion, and vesicular transport
COG0691	O	Posttranslational modification, protein turnover, chaperones
COG0692	L	Replication, recombination and repair
COG0693	R	General function prediction only
COG0694	O	Posttranslational modification, protein turnover, chaperones
COG0695	O	Posttranslational modification, protein turnover, chaperones
COG0696	G	Carbohydrate transport and metabolism
COG0697	G	Carbohydrate transport and metabolism
COG0697	E	Amino acid transport and metabolism
COG0697	R	General function prediction only
COG0698	G	Carbohydrate transport and metabolism
COG0699	L	Replication, recombination and repair
COG0700	S	Function unknown
COG0701	S	Function unknown
COG0702	R	General function prediction only
COG0703	E	Amino acid transport and metabolism
COG0704	P	Inorganic ion transport and metabolism
COG0705	O	Posttranslational modification, protein turnover, chaperones
COG0706	M	Cell wall/membrane/envelope biogenesis
COG0707	M	Cell wall/membrane/envelope biogenesis
COG0708	L	Replication, recombination and repair
COG0709	E	Amino acid transport and metabolism
COG0710	E	Amino acid transport and metabolism
COG0711	C	Energy production and conversion
COG0712	C	Energy production and conversion
COG0713	C	Energy production and conversion
COG0714	R	General function prediction only
COG0715	P	Inorganic ion transport and metabolism
COG0716	C	Energy production and conversion
COG0717	F	Nucleotide transport and metabolism
COG0718	R	General function prediction only
COG0719	O	Posttranslational modification, protein turnover, chaperones
COG0720	H	Coenzyme transport and metabolism
COG0721	J	Translation, ribosomal structure and biogenesis
COG0722	E	Amino acid transport and metabolism
COG0723	C	Energy production and conversion
COG0724	J	Translation, ribosomal structure and biogenesis
COG0725	P	Inorganic ion transport and metabolism
COG0726	G	Carbohydrate transport and metabolism
COG0726	M	Cell wall/membrane/envelope biogenesis
COG0727	R	General function prediction only
COG0728	M	Cell wall/membrane/envelope biogenesis
COG0729	M	Cell wall/membrane/envelope biogenesis
COG0730	S	Function unknown
COG0731	J	Translation, ribosomal structure and biogenesis
COG0732	V	Defense mechanisms
COG0733	R	General function prediction only
COG0735	P	Inorganic ion transport and metabolism
COG0736	I	Lipid transport and metabolism
COG0737	F	Nucleotide transport and metabolism
COG0737	V	Defense mechanisms
COG0738	G	Carbohydrate transport and metabolism
COG0739	M	Cell wall/membrane/envelope biogenesis
COG0740	O	Posttranslational modification, protein turnover, chaperones
COG0741	M	Cell wall/membrane/envelope biogenesis
COG0742	J	Translation, ribosomal structure and biogenesis
COG0743	I	Lipid transport and metabolism
COG0744	M	Cell wall/membrane/envelope biogenesis
COG0745	T	Signal transduction mechanisms
COG0745	K	Transcription
COG0746	H	Coenzyme transport and metabolism
COG0747	E	Amino acid transport and metabolism
COG0748	P	Inorganic ion transport and metabolism
COG0749	L	Replication, recombination and repair
COG0750	O	Posttranslational modification, protein turnover, chaperones
COG0750	K	Transcription
COG0751	J	Translation, ribosomal structure and biogenesis
COG0752	J	Translation, ribosomal structure and biogenesis
COG0753	P	Inorganic ion transport and metabolism
COG0754	E	Amino acid transport and metabolism
COG0755	O	Posttranslational modification, protein turnover, chaperones
COG0756	F	Nucleotide transport and metabolism
COG0756	V	Defense mechanisms
COG0757	E	Amino acid transport and metabolism
COG0758	L	Replication, recombination and repair
COG0759	M	Cell wall/membrane/envelope biogenesis
COG0760	O	Posttranslational modification, protein turnover, chaperones
COG0761	I	Lipid transport and metabolism
COG0762	S	Function unknown
COG0763	M	Cell wall/membrane/envelope biogenesis
COG0764	I	Lipid transport and metabolism
COG0765	E	Amino acid transport and metabolism
COG0766	M	Cell wall/membrane/envelope biogenesis
COG0767	M	Cell wall/membrane/envelope biogenesis
COG0768	D	Cell cycle control, cell division, chromosome partitioning
COG0768	M	Cell wall/membrane/envelope biogenesis
COG0769	M	Cell wall/membrane/envelope biogenesis
COG0770	M	Cell wall/membrane/envelope biogenesis
COG0771	M	Cell wall/membrane/envelope biogenesis
COG0772	D	Cell cycle control, cell division, chromosome partitioning
COG0773	M	Cell wall/membrane/envelope biogenesis
COG0774	M	Cell wall/membrane/envelope biogenesis
COG0775	F	Nucleotide transport and metabolism
COG0776	L	Replication, recombination and repair
COG0777	I	Lipid transport and metabolism
COG0778	C	Energy production and conversion
COG0779	J	Translation, ribosomal structure and biogenesis
COG0780	J	Translation, ribosomal structure and biogenesis
COG0781	K	Transcription
COG0782	K	Transcription
COG0783	P	Inorganic ion transport and metabolism
COG0783	V	Defense mechanisms
COG0784	T	Signal transduction mechanisms
COG0785	C	Energy production and conversion
COG0785	O	Posttranslational modification, protein turnover, chaperones
COG0786	E	Amino acid transport and metabolism
COG0787	M	Cell wall/membrane/envelope biogenesis
COG0788	F	Nucleotide transport and metabolism
COG0789	K	Transcription
COG0790	T	Signal transduction mechanisms
COG0791	M	Cell wall/membrane/envelope biogenesis
COG0792	L	Replication, recombination and repair
COG0793	O	Posttranslational modification, protein turnover, chaperones
COG0794	G	Carbohydrate transport and metabolism
COG0794	M	Cell wall/membrane/envelope biogenesis
COG0795	M	Cell wall/membrane/envelope biogenesis
COG0795	N	Cell motility
COG0796	M	Cell wall/membrane/envelope biogenesis
COG0797	M	Cell wall/membrane/envelope biogenesis
COG0798	P	Inorganic ion transport and metabolism
COG0799	J	Translation, ribosomal structure and biogenesis
COG0800	G	Carbohydrate transport and metabolism
COG0801	H	Coenzyme transport and metabolism
COG0802	J	Translation, ribosomal structure and biogenesis
COG0803	P	Inorganic ion transport and metabolism
COG0804	E	Amino acid transport and metabolism
COG0805	U	Intracellular trafficking, secretion, and vesicular transport
COG0806	J	Translation, ribosomal structure and biogenesis
COG0807	H	Coenzyme transport and metabolism
COG0809	J	Translation, ribosomal structure and biogenesis
COG0810	M	Cell wall/membrane/envelope biogenesis
COG0811	U	Intracellular trafficking, secretion, and vesicular transport
COG0812	M	Cell wall/membrane/envelope biogenesis
COG0813	F	Nucleotide transport and metabolism
COG0814	E	Amino acid transport and metabolism
COG0815	M	Cell wall/membrane/envelope biogenesis
COG0816	K	Transcription
COG0817	L	Replication, recombination and repair
COG0818	I	Lipid transport and metabolism
COG0819	H	Coenzyme transport and metabolism
COG0820	J	Translation, ribosomal structure and biogenesis
COG0821	I	Lipid transport and metabolism
COG0822	O	Posttranslational modification, protein turnover, chaperones
COG0823	U	Intracellular trafficking, secretion, and vesicular transport
COG0824	I	Lipid transport and metabolism
COG0825	I	Lipid transport and metabolism
COG0826	O	Posttranslational modification, protein turnover, chaperones
COG0827	L	Replication, recombination and repair
COG0828	J	Translation, ribosomal structure and biogenesis
COG0829	O	Posttranslational modification, protein turnover, chaperones
COG0830	O	Posttranslational modification, protein turnover, chaperones
COG0831	E	Amino acid transport and metabolism
COG0832	E	Amino acid transport and metabolism
COG0833	E	Amino acid transport and metabolism
COG0834	E	Amino acid transport and metabolism
COG0834	T	Signal transduction mechanisms
COG0835	N	Cell motility
COG0835	T	Signal transduction mechanisms
COG0836	M	Cell wall/membrane/envelope biogenesis
COG0837	G	Carbohydrate transport and metabolism
COG0838	C	Energy production and conversion
COG0839	C	Energy production and conversion
COG0840	N	Cell motility
COG0840	T	Signal transduction mechanisms
COG0841	V	Defense mechanisms
COG0842	V	Defense mechanisms
COG0843	C	Energy production and conversion
COG0845	M	Cell wall/membrane/envelope biogenesis
COG0845	V	Defense mechanisms
COG0846	O	Posttranslational modification, protein turnover, chaperones
COG0847	L	Replication, recombination and repair
COG0848	U	Intracellular trafficking, secretion, and vesicular transport
COG0849	D	Cell cycle control, cell division, chromosome partitioning
COG0850	D	Cell cycle control, cell division, chromosome partitioning
COG0851	D	Cell cycle control, cell division, chromosome partitioning
COG0852	C	Energy production and conversion
COG0853	H	Coenzyme transport and metabolism
COG0854	H	Coenzyme transport and metabolism
