term	name	hierarchy
GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	molecular_function|catalytic activity|oxidoreductase activity
GO:0000002	mitochondrial genome maintenance	biological_process|cellular process|cellular component organization|organelle organization|mitochondrion organization
GO:0004409	homoaconitate hydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0004408	holocytochrome-c synthase activity	molecular_function|catalytic activity|lyase activity|carbon-sulfur lyase activity
GO:0004654	polyribonucleotide nucleotidyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|nucleotidyltransferase activity
GO:0006778	porphyrin-containing compound metabolic process	biological_process|metabolic process|cellular metabolic process|cofactor metabolic process
GO:0006778	porphyrin-containing compound metabolic process	biological_process|cellular process|cellular metabolic process|cofactor metabolic process
GO:0016782	transferase activity, transferring sulfur-containing groups	molecular_function|catalytic activity|transferase activity
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring pentosyl groups
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on NAD(P)H|oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0004623	phospholipase A2 activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|lipase activity|phospholipase activity
GO:0008810	cellulase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0008378	galactosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring glycosyl groups|transferase activity, transferring hexosyl groups
GO:0000772	mating pheromone activity	molecular_function|binding|protein binding|receptor binding|pheromone activity
GO:0010134	sulfate assimilation via adenylyl sulfate reduction	biological_process|metabolic process|cellular metabolic process|sulfur compound metabolic process|sulfate assimilation
GO:0010134	sulfate assimilation via adenylyl sulfate reduction	biological_process|cellular process|cellular metabolic process|sulfur compound metabolic process|sulfate assimilation
GO:0009103	lipopolysaccharide biosynthetic process	biological_process|metabolic process|organic substance metabolic process|lipid metabolic process|lipid biosynthetic process
GO:0009103	lipopolysaccharide biosynthetic process	biological_process|metabolic process|primary metabolic process|lipid metabolic process|lipid biosynthetic process
GO:0018578	protocatechuate 3,4-dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|dioxygenase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0018578	protocatechuate 3,4-dioxygenase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016874	ligase activity	molecular_function|catalytic activity
GO:0003953	NAD+ nucleosidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0005543	phospholipid binding	molecular_function|binding|lipid binding
GO:0006547	histidine metabolic process	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process
GO:0050182	phosphate butyryltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups
GO:0004766	spermidine synthase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0000317	L-methionine:thioredoxin-disulfide S-oxidoreductase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0019899	enzyme binding	molecular_function|binding|protein binding
GO:0003963	RNA-3'-phosphate cyclase activity	molecular_function|catalytic activity|cyclase activity
GO:0043038	amino acid activation	biological_process|metabolic process|primary metabolic process|cellular amino acid metabolic process
GO:0004803	transposase activity	molecular_function|catalytic activity
GO:0047547	2-methylcitrate dehydratase activity	molecular_function|catalytic activity|lyase activity|carbon-oxygen lyase activity|hydro-lyase activity
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0016708	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016708	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor	molecular_function|catalytic activity|oxidoreductase activity|dioxygenase activity
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups|N-acyltransferase activity|N-acetyltransferase activity
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring acyl groups|transferase activity, transferring acyl groups other than amino-acyl groups|acetyltransferase activity|N-acetyltransferase activity
GO:0004413	homoserine kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|phosphotransferase activity, alcohol group as acceptor
GO:0004672	protein kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0004672	protein kinase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring phosphorus-containing groups|kinase activity
GO:0061024	membrane organization	biological_process|cellular process|cellular component organization
GO:0004575	sucrose alpha-glucosidase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on glycosyl bonds|hydrolase activity, hydrolyzing O-glycosyl compounds|beta-fructofuranosidase activity
GO:0008131	primary amine oxidase activity	molecular_function|catalytic activity|oxidoreductase activity|oxidoreductase activity, acting on the CH-NH2 group of donors|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0003961	O-acetylhomoserine aminocarboxypropyltransferase activity	molecular_function|catalytic activity|transferase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0017025	TBP-class protein binding	molecular_function|binding|protein binding|transcription factor binding
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on acid anhydrides|hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
GO:0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity	molecular_function|catalytic activity|hydrolase activity|hydrolase activity, acting on ester bonds|phosphoric ester hydrolase activity|phosphoric diester hydrolase activity|cyclic-nucleotide phosphodiesterase activity
GO:0008763	UDP-N-acetylmuramate-L-alanine ligase activity	molecular_function|catalytic activity|ligase activity|ligase activity, forming carbon-nitrogen bonds|acid-amino acid ligase activity
GO:0005976	polysaccharide metabolic process	biological_process|metabolic process|organic substance metabolic process|carbohydrate metabolic process
GO:0005976	polysaccharide metabolic process	biological_process|metabolic process|primary metabolic process|carbohydrate metabolic process
